,sec_2012,sec_2013,sec_2014,sec_2015,sec_2016,sec_2017,sec_2018,sec_2019,sec_2020,sec_2021,UAA_mj_2012,UAA_mj_2013,UAA_mj_2014,UAA_mj_2015,UAA_mj_2016,UAA_mj_2017,UAA_mj_2018,UAA_mj_2019,UAA_mj_2020,UAA_mj_2021,UAA_teoh_2012,UAA_teoh_2013,UAA_teoh_2014,UAA_teoh_2015,UAA_teoh_2016,UAA_teoh_2017,UAA_teoh_2018,UAA_teoh_2019,UAA_teoh_2020,UAA_teoh_2021,UAA_dd_2012,UAA_dd_2013,UAA_dd_2014,UAA_dd_2015,UAA_dd_2016,UAA_dd_2017,UAA_dd_2018,UAA_dd_2019,UAA_dd_2020,UAA_dd_2021,pct_price_change_2012,pct_price_change_2013,pct_price_change_2014,pct_price_change_2015,pct_price_change_2016,pct_price_change_2017,pct_price_change_2018,pct_price_change_2019,pct_price_change_2020,pct_price_change_2021,ey_2012,ey_2013,ey_2014,ey_2015,ey_2016,ey_2017,ey_2018,ey_2019,ey_2020,ey_2021,cr_2012,cr_2013,cr_2014,cr_2015,cr_2016,cr_2017,cr_2018,cr_2019,cr_2020,cr_2021,dte_2012,dte_2013,dte_2014,dte_2015,dte_2016,dte_2017,dte_2018,dte_2019,dte_2020,dte_2021,roe_2012,roe_2013,roe_2014,roe_2015,roe_2016,roe_2017,roe_2018,roe_2019,roe_2020,roe_2021,at_2012,at_2013,at_2014,at_2015,at_2016,at_2017,at_2018,at_2019,at_2020,at_2021
MOG.A,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01419653801599661,0.0058602948263821175,0.009117891447634412,0.0157851748167723,0.007390204009438798,0.00514622058196881,0.03257620331885733,0.0218929825421772,0.04879845053923135,0.008516956297438025,0.011239751875828144,0.0021151354731401466,0.012613983876482144,0.013788694091201217,0.008584972268426784,0.0036400997632356647,0.030133727468227872,0.01877900692476413,0.052214255054115866,0.005606046193143954,0.005041586529968525,0.005865660361001182,0.01844553277846033,0.0014624086728425856,0.006421525621919239,0.011683334888086146,0.007382744013203253,0.009474198744239045,0.04598020926288322,0.009713609286592054,-6.6014113362167,65.58615647087495,8.963791580806602,-18.141294069971636,8.382838283828399,32.232034104750284,-10.788716177317204,10.13164687661332,-7.066682292277049,2.10592686002522,0.08213502315378991,0.039152193111569034,0.048223693097392946,0.05594059405940594,0.05313641900121802,0.045365572826712726,0.034976768198244704,0.060471112152818474,0.003530895334174023,0.06051624058293196,2.3331284757996973,2.277802358862326,2.3022340772878955,2.687830818903229,2.7495909930214246,2.5839706784190244,2.1692167775453113,2.2386519491299484,2.270745080599082,1.9770613128493226,1.3803884149939836,1.1078062073298975,1.3811906502450988,2.1034406132733783,2.0600294549032157,1.5451550847234299,1.419658673650148,1.3548444174245227,1.5950246282830671,1.4520113645453614,0.11684792188781334,0.07846057176716491,0.11740851927579846,0.13260810109679727,0.12750210751442065,0.11634648325295807,0.07878212485693716,0.13591726459586187,0.007404976176168445,0.11228845033082313,0.7951094479004039,0.8063745426068745,0.8254401187862558,0.8182587816311898,0.7929154507161574,0.8081053726923514,0.9141107026606857,0.932704543681165,0.8942049351004439,0.8307173343345463
TCLAF,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04333011303698797,0.05502555330290784,0.02722984928465176,0.06230584372308691,0.024910303421770426,0.05240744497477943,0.030580453220697357,0.043952565127260576,0.03302495974365716,0.005614771346008608,0.08779836773540975,0.11351292908345506,0.01790899146787374,0.08246868337454343,0.028504933134269887,0.03601092704944013,0.03630466378174029,0.009804024554268079,0.01304555980697561,0.03268954569403491,0.011773238863397983,0.05216316974069837,0.009328628096774011,0.059032113630051564,0.02144226255461793,0.03602725786077188,0.004509985269168071,0.0014419343283502833,0.03161576342317339,0.04772834520395965,-5.169739043013255,26.67020051545448,3.391053391053389,-13.538032100488484,31.961259079903147,22.935779816513758,-29.054726368159212,-15.848527349228615,36.916666666666664,-2.1911138161898935,-0.19923595752070045,-0.01370851370851371,0.0942079553384508,0.24455205811138012,0.11559633027522934,0.136318407960199,0.18162692847124823,0.15833333333333333,0.09190505173463177,0.09334163036714374,0.8308519437551697,0.9793670222066796,1.0794963352753242,1.263743455497382,1.4163926132051605,2.1357788119353955,1.314791579534365,2.263927134081762,1.5124723247232472,1.625740286003178,1.3698690925227426,1.2802305616875156,1.5566763333753622,1.0796024795828005,0.9296341349302893,0.7532616722737344,1.3145462334006488,1.2361636707663195,1.06971126193489,1.0477809896276142,-0.1958065231861549,-0.009443218052489577,0.1410919177909469,0.2583882711797698,0.13689529334705722,0.1735455813571839,0.13059176304999695,0.0982142857142857,0.07575060393419991,0.0740236921158533,0.9887182848047936,1.1348894745334266,1.0205651723627756,0.9473385379701916,0.9792939579090293,0.9393925211775168,0.6936439109512982,0.8035327092918716,0.7153179190751445,0.7316560104071521
SQNS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011012883204916724,0.161885719008158,0.10928320802973483,0.046376487414576506,0.04435294746672333,0.21041615655592866,0.07064185003718595,0.14843847750483452,0.1444198428603744,0.18122692272372304,0.044358129418209685,0.05173641516056392,0.04209769325943254,0.07470633284930285,0.10332774065024207,0.2538359996746398,0.03188696959186649,0.39246724515909626,0.27279098590952167,0.06330895046436315,0.03807435424813303,0.02931213625594828,0.2150332649550272,0.13214447856840933,0.024459320499901294,0.2336350633743165,0.02513829633628742,0.3767599202264827,0.2849141777881293,0.036122816223416454,-15.827338129496404,-14.529914529914523,-40.5,76.47058823529413,-10.952380952380947,2.1390374331550666,-59.16230366492145,284.6153846153846,101.33333333333331,-21.52317880794702,-0.405982905982906,-0.39,-0.48739495798319327,-0.21904761904761905,-0.20855614973262032,-0.1780104712041885,-0.5,-0.5133333333333333,-0.3211920529801324,-0.1160337552742616,4.144135854107412,4.575199879318148,1.9064993700125998,1.1527742018537592,1.591158991959831,1.4226859474550793,1.5870500422840754,0.9727038671710803,0.8264651794994803,0.8391186607582471,0.23311279767806597,0.24773880432384734,0.967549273342624,-40.147435897435976,6.345033860045147,12.755062680810042,-13.467423789599508,-3.141842292209329,-3.347573129343318,-4.684851477001561,-0.5953381045951939,-0.6038792445145853,-1.35870993430221,21.956730769230813,-2.797629796839729,-6.306653809064615,7.2173739788802465,1.2413991407597846,1.4673274793944948,0.8336624701719737,0.32534136428759397,0.18648678054618648,0.457391480319741,0.6658752251514655,0.7003856969436206,0.8458882501402132,0.6432384057276185,0.48746742478085764,0.584193859286796,0.568074226251619
PATK,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.023881230588510258,0.042085151221648784,0.07116376007227734,0.04205334468569396,0.040189350960013234,0.04311988718691879,0.011936156851678426,0.011981622826231358,0.03304024170839116,0.011234479038005722,0.04082683410494074,0.007757233300443998,0.05628440092509726,0.040909713428589775,0.05496937219076806,0.034796226891385826,0.02662866023705607,0.006924046864573784,0.046689065744331036,0.041798739875828855,0.006254020411054703,0.021200496981281958,0.0025518364831969287,0.0005002395798665432,0.042953618816450864,0.04354195398346402,0.03782923832262,0.02247975520622865,0.026587689571079084,0.02023808912387752,279.51219512195127,85.92544987146529,52.022122364327686,-1.0914051841746208,75.4022988505747,-8.977719528178241,-57.36501079913607,77.06855791962175,30.364295250810592,18.054133138258965,0.17095115681233933,0.07742827514690634,0.06548431105047749,0.06344827586206896,0.04849279161205767,0.050971922246220304,0.16852414724755152,0.07400343314896052,0.06247256766642282,0.12231999008551245,2.5270993413830953,2.7058406096695564,2.542997651854149,2.412353692642337,2.006771746831914,2.0080850284038845,2.4415517733193877,2.764779201326664,2.3222891168878,2.2507550077753673,1.336324257425743,1.1162313206171788,1.4867760392340028,2.002006267642325,1.8846361244122338,1.337952709173557,2.012156455961287,1.9568827754225788,2.1342625942682067,2.453464693827298,0.457513678999479,0.29206657757259136,0.29847812548653274,0.32830470384223587,0.29969047927181736,0.23124215978526244,0.29316410359287,0.18003903666672696,0.17349640087158433,0.29302709766180224,3.048512222152521,3.4154730261156114,2.8788312770727926,2.383979753865442,2.2841144032152534,1.8873412843105128,1.838047450072326,1.5887784646153993,1.4181289868173046,1.5384782537345358
BOWFF,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0001687601229886787,0.0034941866232067915,0.012751242881000924,0.018269538795028326,0.02280991320502672,0.011508752143175052,0.02150293478120627,0.022151605775014235,0.024008956954700105,0.0611691627089245,0.004164779376050601,0.0031460826181416504,0.011303619172411315,0.018621977903017735,0.02308074149752992,0.014018511580316372,0.021242577473764217,0.022295628423172495,0.018872667374004254,0.06332463337396307,0.008595241490753802,0.02211196711191164,0.003513282760228109,0.0008898243176949754,0.022658195439242912,0.0002523110151075557,0.009406722095113534,0.015838924448063337,0.01983307499521003,0.05956442895096392,29.929240695923465,-13.780864197530862,-4.295686414891708,-35.53396296988966,1.6861333583212401,-4.949045967042509,-16.40178290036468,27.89027717937669,-25.491297024143734,62.92388847023362,0.22222222222222224,0.12618578843744407,0.09220123433701141,0.017696552856557253,-0.03537682019445839,0.03721879549172332,0.14971994829814736,0.021055586749017408,-0.159758854559156,0.22178538390379277,0.3993669229714742,0.28282141468575095,0.2677632507021301,0.61786585979421,0.3074312892212117,0.3078371722439519,0.15757498525633237,0.13674642014387853,0.15722561093987764,0.15420860644716372,0.8606931377026532,0.7959216516816678,0.7783401846581941,0.8169785264322408,0.909302857460599,0.9697277041597497,0.9538556010599084,1.0129163853748573,1.1233625209416196,1.0474296211274021,0.22573481992891387,0.1023572505350775,0.0734937111151082,0.008984850212007333,-0.019011564154596053,0.01922953566404163,0.06179068246401539,0.011154710228010732,-0.06858421616374913,0.1371787833312533,0.0775114698742023,0.0782934220409698,0.07959180426833812,0.08189834417867334,0.07637399146033891,0.07240470070715209,0.0715047459597508,0.07275765791258151,0.07635143188712559,0.07069306868260515
APEI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.004272970672775746,0.0038878342059808224,0.009067851007691655,0.0016265977698070866,0.021493350662866575,0.0005489555535697493,0.024628912231082607,0.005219642058743146,0.009996502972442048,0.0014707032582054898,0.0019444380932470266,0.0015620143436902226,0.005968072547333869,0.01833121860253605,0.010023899654464846,0.0034210885134632225,0.020047336580181516,0.014956458973123126,0.037899003484298026,0.02743021471259567,0.004473851734514159,0.007271484938899758,0.0025207649171171687,0.004078248160144016,0.009784561766974578,0.002925518208064401,0.0291684596111945,0.010892037472782445,0.0201452138006147,0.00996798518248225,-16.543438077634022,20.34883720930234,-15.182884748102143,-49.52535937076213,31.91832348199892,2.0366598778004175,13.61277445109781,-3.7596626844694336,11.281489594742599,-27.001312335958005,0.06589147286821706,0.05475040257648953,0.06400867914293464,0.10424502955400322,0.06109979633401222,0.05189620758483034,0.054813773717498245,0.022635998539612998,0.041666666666666664,0.04404494382022472,2.5617214454330854,2.1487153968078436,2.8231709844559583,2.580976003464635,3.881896858328394,4.4089640377384605,5.246571016062082,4.9231193957330275,4.573540629881216,2.4216281459881928,0.38824911044504035,0.31190569327132506,0.2719090761598169,0.2814343482899225,0.2117429251520762,0.17149609890603512,0.15467556479677275,0.19601459898292403,0.20882300236214063,0.7458783673233689,0.24728167195433323,0.20299513688673826,0.17452544210948776,0.13667969622986004,0.09126459364491633,0.07298051871764925,0.07980614195090671,0.033744140355134074,0.06132442779180582,0.0427129149302715,1.319495124219812,1.2128582209051924,1.1749422632794457,1.0790204543659674,0.9763869141160918,0.8826385242952117,0.8024816825624463,0.8066284020434098,0.8673029340894514,0.5771752792141212
CTIB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.042065098272610374,0.07176235302141863,0.08874447269344922,0.06182937173480205,0.0052326836196107535,0.043403270388191265,0.003210759480497677,0.06345909754314402,0.028310160148772023,0.013915622303766362,0.09310160767348842,0.053197586113227044,0.13599310785344307,0.06120432180352136,0.0020752539188420155,0.01606299488063135,0.05475862998311143,0.03564160371213612,0.029638265562712984,0.0357925906781745,0.022624605810025206,0.06622169243410263,0.1280659725729976,0.06067792152187161,0.02417245883648822,0.018174349985921157,0.005065464912195228,0.03329374392620743,0.010119034062768734,0.011679828326372627,17.808219178082197,13.178294573643413,-35.61643835616438,35.930851063829785,14.460966542750931,-30.423411565614277,-24.180035869591908,-72.69693140209326,104.13007358177069,-30.813953488372093,0.005813953488372093,0.02054794520547945,0.04255319148936171,0.06261005674036392,0.03076870480846481,-0.11055696140333637,-0.3240335698778393,-1.2105388084500357,-0.8662790697674418,-1.7142857142857144,1.599363320167423,1.7142944075944746,1.5516269291413827,1.6057125884857184,1.4964194480505881,1.4249591809717133,1.0927538150882188,1.0036695247783751,1.0193750998030553,1.2027769742551344,2.1242343982784306,2.0611093701034156,2.36120871398454,2.320756215743904,2.6662214059108362,2.8284182305630017,5.195812020460358,26.791481810115293,6.923161764705885,3.2661071340409773,0.008442310875682833,0.029457850203697893,0.04013430155383775,0.08316784494399873,0.054516613791951905,-0.15348525469168897,-0.5732097186700766,-6.323868677905931,-1.6136029411764714,-2.0419649469266847,1.3125016557607228,1.4347614660114658,1.3433688758798523,1.4200454491089582,1.463496834722412,1.4064875950380151,1.4341993240628466,1.2942434788161297,1.2283884738527215,1.393704432357366
ENG,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12202107458485537,0.047989349531593006,0.019076445446383414,0.16509682209377433,0.04732021556882984,0.12424109650839349,0.20368149132064062,0.04275420680360145,0.14582241501668125,0.10554551245298996,0.1791120529491427,0.01735552839776941,0.04681708879873886,0.3673259809914261,0.06248477303389574,0.1133089404670282,0.018713305580395544,0.19622642548729624,0.1360133541395572,0.13067877958327573,0.0002447413539629628,0.07623340226534112,0.05833186603334621,0.2163101243063565,0.06729277360026875,0.012864440390909754,0.11082084122415727,0.024796007851755814,0.08503182905326193,0.002335904981664416,-75.82938388625593,174.5098039215686,35.71428571428572,-48.94736842105263,146.3917525773196,-63.59832635983263,-34.47126436781609,71.89966672513593,226.53061224489795,-58.75,-2.2156862745098036,-0.05714285714285715,0.11578947368421053,0.3917525773195876,-0.03347280334728033,-0.6781609195402298,-0.3683564286967198,-0.05102040816326531,-0.0062499999999999995,-0.13636363636363635,1.249175844759122,1.567587271635646,1.91217422349161,3.1528222409435553,3.9149159663865545,3.059032021510633,3.0133489804899516,1.854968191457134,2.128809198359733,3.9739553844411737,2.110281038776236,1.0371391718187075,0.7792780380270047,0.3046086174147756,0.20730315709395208,0.38839052636575067,0.4401187939828265,1.045493439817456,1.2343096234309627,0.49228477173566026,-1.3281552630538755,-0.13294489169594803,0.20773629098925323,0.26332100369889033,-0.06363092973971636,-0.7716550382077935,-0.36613080250500357,-0.10453508271534513,-0.04587829406151363,-0.2016601042886027,2.8964886194670023,3.689067924281129,2.088818336688865,1.525,1.3327932307138355,1.9063653767263777,2.4206939836815207,1.9677194450254478,2.117386162034299,0.8654828971451661
CHHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.027759626424050804,0.004755101333070444,0.04652587074174008,0.007113234537729801,0.003847929617688234,0.055139801445371166,0.03326302546259645,9.868350133965254e-05,0.03734988780631025,0.0936104900939338,0.09703593304910717,0.0036256898094982892,0.04412999657822157,0.016374595733709307,0.009254389268915694,0.06328195759274952,0.020827036835080658,0.013910482133006323,0.04917767747001815,0.07464043908292535,0.019445749873869017,0.006838979072398166,0.004860533556504419,0.009292286209243675,0.023640739047071806,0.0348265380221703,0.03490415827431917,0.01465168602672258,0.06913522323685192,0.019631001252338687,-46.07843137254901,118.18181818181816,-82.5,42.85714285714286,-9.799999999999997,121.72949002217295,230.00000000000003,-44.44444444444444,-20.218181818181826,-72.48860528714677,0.8363636363636363,-0.016666666666666666,-0.09523809523809525,0.0,0.0,0.03333333333333333,0.0,0.09090909090909091,0.11394712853236098,0.1656726308813784,36.23632218844985,45.913306451612904,6.383354088833541,6.118410852713178,5.2325427102338695,4.792852037169407,4.5089088307972425,4.479762043625335,4.877567693744164,5.237682431690991,0.02522909397645796,0.01856079033042697,0.1336402973482747,0.14197276104003304,0.17602919708029197,0.20153855019015787,0.21816479400749064,0.23056855467699425,0.21599273973984068,0.20352875488553882,0.2775008626969825,-0.0103468921902481,-0.01825141462332187,8.254230293025176e-05,0.004671532846715329,0.0378010833237294,-0.008994438769719669,0.08894088537464363,0.08951799939497833,0.028833054159687326,1.1020606604585064,0.14194129100995628,0.23755811108392463,0.24637995422238285,0.19407135231758482,0.15279476296669303,0.15267975683041016,0.2027100863293629,0.20590430383945602,0.12049064726840857
TCX,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.007280100524831558,0.012887693295550427,0.005844946158889967,0.014479057825238457,0.012477257191640966,0.0024318697647640122,0.005550370158703265,0.011703883686786307,0.0053054607744408705,0.011651690045518574,0.011070364543051216,0.010920849818747998,0.003463155668412701,0.007269855443491524,0.010047438424070361,0.0005269297306370949,0.006383849306110297,0.0050636698241625575,0.0028334217572649634,0.013972783206038477,0.0020343275909718295,0.014531705319995043,0.01347591931570152,0.00640931902135411,0.005945784077999207,0.001978203374050823,0.007618167996102453,0.004327654619607518,0.009358744251391563,0.006604357718912761,91.74434087882821,872.2222222222223,38.64285714285713,8.706852138073163,67.06161137440758,98.72340425531914,-14.261241970021409,2.8638028638028556,19.601812884428615,13.43889565570442,0.06944444444444445,0.028571428571428574,0.02936630602782071,0.049289099526066346,0.04340425531914894,0.030264097073518917,0.026973026973026972,0.023470378763353835,0.00744349709026932,0.0038177046051061803,0.9014508313673414,0.9273732367518108,1.0709149480829523,0.9086390411571538,0.9864146205687618,0.8616719216402237,0.797873562870811,0.9284102786346141,0.866443714908109,0.8463925657663675,3.4735593220338985,3.508414756473606,2.5294315694966603,3.3974118848969868,2.775102070752756,4.715845925636137,3.256605996791014,3.521710512346858,3.3162524594548115,3.688388419699024,0.1666290018832392,0.15529219452390688,0.1788339599349082,0.3873318576536694,0.3928073735422829,0.36394607723279065,0.21478890894504613,0.163471134042508,0.05515864677453245,0.02922879088033921,0.9659350189016023,1.0707193064860367,1.1738608540812108,1.3392627584604662,1.2292941656466747,0.9394581491515757,1.0189589928587204,0.7915725562197418,0.6886477850335138,0.5640089993254213
CVLT,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.014560940170684072,0.04089626154379407,0.011292554100420654,0.0020313763830720893,0.011651688577707653,0.03164854240267409,0.016509786732875814,0.021392423031359464,0.04036425668752103,0.010165778813206322,0.019921709294524692,0.046975607972697606,0.007387638587022169,0.00033042245945297255,0.00412006006261903,0.03738602370268504,0.0050617799218351245,0.02372188124530354,0.03358806144151519,0.0032984041897916594,0.019692290238600793,0.03302114402396612,0.00785845301021966,0.0035207821851261784,0.03269046455433261,0.01758312224430189,0.008081850244773092,0.002067449111768885,0.025505102198802254,0.008742722428044802,63.067415730337096,7.463997795080268,-30.95295343431914,-23.873089572451146,30.62261753494282,2.1400778210116655,12.55238095238096,-24.45422237265189,24.036738351254485,24.47173559689364,0.016795286984083235,0.018166760172049906,0.010833816985877346,0.0,0.0001945525291828794,-0.0260952380952381,0.0013538669825689626,-0.0026881720430107525,-0.011919812172656674,0.010737086477074869,2.615289730890191,2.5891625979870816,2.099612684110744,1.9526313008559653,2.0964512684045586,1.9951939242318144,2.007078376937361,1.563475106070844,1.6280727327291924,1.2284324373705793,0.7085450698695259,0.6329873016010272,0.7529446450947151,0.8032568867534093,0.8140612468512431,1.0260206303951847,1.101831572975418,1.051633390304537,1.294657313835862,2.189943282426933,0.15030069177468877,0.1384934000319946,0.06302056460529225,0.0003432020753631381,0.0012199667897929446,-0.15319355349647576,0.009100364679033895,-0.013704649627097575,-0.07855667277443064,0.13143154216292913,0.8197846091784133,0.7762144816411256,0.851537424348182,0.8328414311763809,0.8101428825842159,0.8543331517317704,0.8644348066090098,0.7938753437560645,0.8001477593336673,0.9430337711989021
DYNT,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.010490303845718512,0.02914548703178625,0.034235768766905844,0.009710810315438329,0.009579853991892089,0.07485018603230567,0.019893328720308676,0.017513585737585786,0.07343948584336293,0.07315065905408674,0.03425812759863208,0.006368672538932832,0.013285329715052797,0.026881482464149023,0.031088553122284944,0.03252398880065384,0.0008709716038558524,0.02400057883266231,0.10873094544465059,0.09644325965697782,0.02819035529363116,0.00847394075973986,0.016332712816378908,0.013113215213973614,0.031017216331488233,0.028819900571399472,0.0017461469461284296,0.02171605179690422,0.1085223597735531,0.100479284179327,319.1323529411764,45.60892600259643,-6.267469879518083,-23.905498856011718,-20.6081081081081,22.723404255319135,-5.339805825242716,-69.5934065934066,-2.4213950126490635,23.456790123456784,0.0,-0.0048192771084337345,-0.028278361911617266,-0.6858108108108107,-0.35744680851063826,-0.4715672676837726,-0.19413919413919414,-0.2529815684857246,-0.5185185185185185,0.08,1.5031038374717833,1.4833651486228525,1.476176930735315,2.389267767408471,2.479664463650229,1.763912531098599,1.468769283510456,1.3950262697022768,2.093644178171399,2.467366930249026,1.4371209703159913,1.4327588983733293,1.3789316025961056,1.6214070626882013,1.7331782390837511,1.1148977604673806,0.9672545258923141,0.9094237810753519,0.8896260554885405,0.5340597319118914,-0.0038301947015639964,-0.007086487357062329,-0.04509901813945748,-0.3079660552970161,-0.3403722261989979,-0.15141187925998054,-0.07494035645787528,-0.0444208903449605,-0.17214515480498593,0.07842752998353844,2.0734725951149238,1.955511420059583,1.919832109129066,1.5203634085213031,1.9912263471485627,1.3719306322897484,1.5317211204641652,1.5786485668146952,1.4206032556654964,1.2212314767501278
ZBRA,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0009387360107844245,0.020877018229885982,0.024409431586609187,0.007481499134199231,0.035709402797687084,0.02495399942400693,0.022573715346827797,0.06041285245586576,0.0010593621455798202,0.035836275759932444,0.02456792627043658,0.03245133587640926,0.0710601755049542,0.014725535320593721,0.002038696980911886,0.010047180565857503,0.01512792827764409,0.04297622335511378,0.02975249081199287,0.013305451318823013,0.022678376913675274,0.05141927313544989,0.09258490490703924,0.015194844406369035,0.031530016898958055,0.023969554139637056,0.0002995972209792058,0.04951767476527937,0.00495145189103581,0.013926161394932586,9.865846841811067,37.573136606461446,43.13979289940828,-10.024544632476417,23.12993539124193,21.035447761194014,53.40077071290943,60.42203102430448,50.45803319761979,54.86691124814613,0.06003561434749427,0.04900147928994083,0.008267665676269216,-0.04450825556353194,-0.030900186567164176,0.003179190751445087,0.04936255730704014,0.03946132164108988,0.024536205864751647,0.02631048387096774,7.465950385447519,6.334125690862969,1.7492862351401428,1.4905027932960895,1.2876712328767124,1.063,0.8931591083781706,0.8511396011396012,0.6877363587250135,0.9383333333333334,0.1292249026256648,0.1681037450269022,4.355138146836069,4.643896976483763,4.848484848484849,4.125899280575539,2.250187265917603,1.5617183251767264,1.5069962686567164,1.082774798927614,0.1434115673008931,0.14015217105578842,0.031184489397138995,-0.1769316909294513,-0.17297979797979798,0.02038369304556355,0.3153558052434457,0.29581294181620443,0.23507462686567165,0.2804959785522788,1.0293671492991976,0.9270832961247069,0.29998504179767066,0.7242063492063492,0.7715889464594128,0.8706432748538012,0.9721133901820695,0.9520271704521333,0.8275348837209302,0.9053901850362027
CTIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.04323877536250753,0.21724687165043816,0.3285303535505148,0.08878675927846402,0.14393921698733936,0.14058561067135164,0.34553706153883385,0.029164617612794652,0.18376794681649555,0.17382030822718153,0.4116661925390207,0.12607291893885708,0.393623329922436,0.1278172960228942,0.3288773868379271,0.1378619055390882,0.37319751201277207,0.018347563831199704,0.016442587736847508,0.034807880938646646,0.332582620494682,0.09856857975153856,0.37254760533315556,0.04885206150915378,0.2751402619078995,0.021629370205987358,0.2273594774365629,0.109722035706757,0.054010589299436224,0.24057184043489466,12.068965517241391,46.92307692307691,23.560209424083766,-47.881355932203384,-66.86178861788618,557.5073601570167,-72.6268656716418,115.37622682660849,103.7974683544304,-22.98136645962734,-1.523076923076923,-0.22513089005235604,-0.27542372881355937,-0.5284552845528455,-0.4661432777232581,-0.46268656716417905,-0.7088331515812432,-0.4367088607594936,-0.22981366459627328,-0.4395161290322581,2.660740283231129,4.011908914245852,2.2153274628508526,1.8640638594649834,1.3734192786498056,2.4365977775469934,3.578052483192366,1.9244915620943315,3.1884610869820404,1.0259260926317686,0.5884710699278096,0.6671054269908749,1.3116248778899378,2.0441440111361864,7.230372566713931,2.4111870727159723,0.6968964279642609,1.5811489124372562,0.45497014664368335,18.22856384390764,-2.1845490787630646,-0.7602945623365767,-2.338676953134784,-2.518760677451332,-6.704782776846715,-2.527656929770043,-0.5538449914052023,-2.2320133853876185,-1.3103250143645857,-25.990974250066394,0.0,0.3700052281723803,0.6509800947045629,0.11165923010836128,0.8991588741130586,0.45814961921072767,0.29265740493365394,0.07227744165946413,0.0,0.0
SNDA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.026752446844373223,0.01282409675022382,0.022313248381743506,0.031973256062310995,0.009284085329605216,0.0015344205802800825,0.004345509352149751,0.03612143344203044,0.01905629676901721,0.008346579303310231,0.03724344746083297,0.00440156449222329,0.011670222956047256,0.033050325117881404,0.03989470270640432,0.03094362255525565,0.016816012485534482,0.052319818646339014,0.17764915923567176,0.03459946672126643,0.017740385463254432,0.021328089747988666,0.03426249863275567,0.013225774093400977,0.02131748002726791,0.011491322294470654,0.015752558271959358,0.016738129022030687,0.011338712028780423,0.0021687677810603434,135.39042821158688,28.357410379882264,3.8349312213422415,-16.258530710558016,-23.058485139022046,-15.95015576323988,-49.59229058561898,-54.55882352941177,299.3527508090615,130.87520259319288,-0.005885500267522739,-0.02417674030846186,-0.03331995182657567,-0.023969319271332695,-0.06043613707165109,-0.1111934766493699,-0.2647058823529412,-0.3851132686084142,-11.67585089141005,1.3422253422253423,0.9080992373781253,0.8996337620304915,1.1166283129661958,1.378866490884863,1.0078388008354835,0.7361700171258463,0.8639068564036222,0.48992830846735125,0.11639088555485871,0.8594644843213094,2.777963628598883,3.720158277936058,5.35882669613385,6.506909964197841,8.799868283754435,13.70380316536745,31.58596341982126,87.16301550872858,-3.5167242583209495,-132.034532374102,-0.01850006524550103,-0.1044887622665401,-0.17089549067108678,-0.1052259366758505,-0.23962948391180164,-0.5491278455360362,-1.519807174252087,-2.505737533903626,1.0576620772384653,-22.591187050359935,0.47967004845025135,0.461773806952997,0.4242114022374933,0.40447855957559764,0.39051790874521397,0.3948663660477005,0.40031362475024884,0.3526870795521955,0.5454524759082172,0.32217055199903366
